iter	Logloss
338	0.3811168168
339	0.3808814112
340	0.3806343948
341	0.380318841
342	0.3800379349
343	0.379687702
344	0.3795385544
345	0.3792192503
346	0.3788640595
347	0.3786376908
348	0.3782338953
349	0.3777851821
350	0.3774851064
351	0.3772210365
352	0.37692062
353	0.3766067667
354	0.3763869891
355	0.3760440506
356	0.3757360315
357	0.3754153332
358	0.3751054942
359	0.3748664655
360	0.3746653183
361	0.3743412424
362	0.3740776293
363	0.3738134834
364	0.3733818697
365	0.3730303368
366	0.372786721
367	0.3725281847
368	0.3721979361
369	0.3718093532
370	0.3713563385
371	0.3709805662
372	0.3707825132
373	0.3704962748
374	0.3702085424
375	0.3700567649
376	0.3696826791
377	0.3693516518
378	0.3689981834
379	0.3687681484
380	0.3684245943
381	0.3681888196
382	0.3679719733
383	0.3677224184
384	0.3673283746
385	0.3669181684
386	0.3666705247
387	0.3661443159
388	0.3658262255
389	0.3653835661
390	0.3649603363
391	0.3647496854
392	0.3643208762
393	0.3640307341
394	0.3638113084
395	0.3636095279
396	0.3631892923
397	0.3628691022
398	0.3626599331
399	0.362348972
400	0.3619288734
401	0.3617420755
402	0.3613628612
403	0.3610308961
404	0.3608005483
405	0.3604725507
406	0.360123814
407	0.359818002
408	0.3593993873
409	0.3589966674
410	0.3587796908
411	0.3583679312
412	0.3580853757
413	0.3577818742
414	0.3575237638
415	0.3572680575
416	0.3568592696
417	0.3564500612
418	0.3561767682
419	0.3558883648
420	0.3556442528
421	0.3553344015
422	0.3550844042
423	0.3548223127
424	0.3545618186
425	0.3542884713
426	0.3540010775
427	0.3537204749
428	0.353497907
429	0.3531262949
430	0.3527919015
431	0.3525431284
432	0.3521761421
433	0.351971626
434	0.3515962446
435	0.3512374378
436	0.3508990194
437	0.3505150107
438	0.3501084255
439	0.3498259633
440	0.3495275036
441	0.3490822675
442	0.3487916036
443	0.3484784708
444	0.3481812454
445	0.3478452603
446	0.3475325492
447	0.3473128338
448	0.3471259689
449	0.3468175003
450	0.3465912457
451	0.3463684144
452	0.3460753624
453	0.3457801261
454	0.3455813505
455	0.3453270448
456	0.3450502598
457	0.344799096
458	0.3445536199
459	0.3443770859
460	0.3440877516
461	0.3439010614
462	0.3435984786
463	0.3433410998
464	0.3430802495
465	0.3427620341
466	0.3424656225
467	0.3422690496
468	0.3420522148
469	0.3418968728
470	0.3417007836
471	0.3415082868
472	0.3413731961
473	0.3412371446
474	0.3410216074
475	0.3406981836
476	0.3404654807
477	0.3403038348
478	0.3400636032
479	0.3395827662
480	0.3393107913
481	0.3390227041
482	0.3386938875
483	0.3384470487
484	0.3380738202
485	0.3378182697
486	0.3375274532
487	0.3372927385
488	0.3369411815
489	0.3365525993
490	0.3362141184
491	0.3360212146
492	0.3357681437
493	0.3353835083
494	0.3350228858
495	0.3347067466
496	0.334476087
497	0.3341237325
498	0.3337883995
499	0.3335537051
500	0.3332372559
501	0.3330303742
502	0.332782967
503	0.3324718081
504	0.332096728
505	0.3316429433
506	0.3313303091
507	0.3311878319
508	0.3309002594
509	0.3308245601
510	0.330515441
511	0.330180772
512	0.33004333
513	0.3298190794
514	0.3296222042
515	0.3294760595
516	0.3292628644
517	0.3289993255
518	0.3287311131
519	0.3285649216
520	0.3283269751
521	0.3279602578
522	0.3277386383
523	0.3274780468
524	0.3273225699
525	0.3270049126
526	0.326663877
527	0.3264758839
528	0.3260797072
529	0.3258922541
530	0.3256403021
531	0.3252878476
532	0.3250615707
533	0.3247060936
534	0.3245170002
535	0.3242480073
536	0.3239025341
537	0.3237747535
538	0.3234666711
539	0.3231777017
540	0.3228917912
541	0.3226782644
542	0.3224784506
543	0.3221757791
544	0.3218043729
545	0.321567378
546	0.3212143971
547	0.3210062401
548	0.3206646636
549	0.3203067629
550	0.3201380317
551	0.3198377004
552	0.3196484999
553	0.3194415124
554	0.3192416605
555	0.3190353883
556	0.3187417536
557	0.3184154676
558	0.3180953341
559	0.3178216539
560	0.3176050748
561	0.3173889791
562	0.3172321086
563	0.3170618085
564	0.3168451874
565	0.3165466883
566	0.3162621746
567	0.3159380282
568	0.3156500478
569	0.3154286632
570	0.315026106
571	0.3147935325
572	0.3145981201
573	0.3144779593
574	0.3141107037
575	0.3139245108
576	0.31366259
577	0.3131459647
578	0.3128702607
579	0.3125415974
580	0.3122147446
581	0.3120899296
582	0.3117185757
583	0.3115059102
584	0.3113064792
585	0.3110342299
586	0.3106806418
587	0.3103560657
588	0.3099812344
589	0.3097020134
590	0.309595558
591	0.3092884853
592	0.3090582187
593	0.3087137772
594	0.3084718926
595	0.3082436902
596	0.3078603388
597	0.3076416287
598	0.3071414893
599	0.3068241761
600	0.3065260405
601	0.3062603557
602	0.3059764584
603	0.3057818831
604	0.3055377019
605	0.3052319019
606	0.3050490021
607	0.304866455
608	0.3045501641
609	0.3042662365
610	0.3039733109
611	0.3038584264
612	0.3035158837
613	0.3031895269
614	0.3029562527
615	0.3026877855
616	0.3024568332
617	0.3022423029
618	0.302037423
619	0.3017824461
620	0.3015974103
621	0.3013184449
622	0.3011274041
623	0.3007672902
624	0.3004873191
625	0.3001331772
626	0.2998544111
627	0.2996992667
628	0.2994264759
629	0.2991167934
630	0.2988234752
631	0.298508375
632	0.2983572572
633	0.2981085267
634	0.2979439348
635	0.2976884049
636	0.2974709383
637	0.2972439096
638	0.2970032808
639	0.2968611781
640	0.2967199443
641	0.2963416971
642	0.2960820574
643	0.2958299363
644	0.2955045372
645	0.2952151229
646	0.2949492508
647	0.2945919984
648	0.2943753847
649	0.2941809744
650	0.2938598711
651	0.2936649764
652	0.293408464
653	0.2931786315
654	0.2929093241
655	0.2925702296
656	0.2923478294
657	0.2920381612
658	0.2916685632
659	0.2914736713
660	0.2910998987
661	0.2909043584
662	0.290547767
663	0.2903273498
664	0.2901355835
665	0.2900057241
666	0.2897362961
667	0.2893643257
668	0.2892848039
669	0.2890377767
670	0.2887476589
671	0.2884672268
672	0.2882019877
673	0.2878216069
674	0.2875257784
675	0.2873754326
676	0.2871999899
677	0.2870035759
678	0.2867556835
679	0.2865488719
680	0.2862435843
681	0.2860254694
682	0.2857157799
683	0.2854748659
684	0.2852685612
685	0.2849339293
686	0.2846619558
687	0.2844560453
688	0.2843211567
689	0.2841489721
690	0.283970681
691	0.2838348892
692	0.2836654011
693	0.2834506123
694	0.2831487595
695	0.2829641953
696	0.2826875765
697	0.2824597603
698	0.2823402967
699	0.2820157225
700	0.2816916294
701	0.2815785785
702	0.2813581972
703	0.2811569676
704	0.2808793384
705	0.2806698611
706	0.2805516397
707	0.2803438815
708	0.280173117
709	0.2799949421
710	0.279671839
711	0.2794129264
712	0.2790958212
713	0.278822919
714	0.2784645141
715	0.2782494104
716	0.2779214955
717	0.2777172152
718	0.2775011197
719	0.2772471807
720	0.2770548382
721	0.2769187012
722	0.2767105511
723	0.2765426322
724	0.2762883956
725	0.2760455418
726	0.2758628558
727	0.2755858654
728	0.275406487
729	0.2753198622
730	0.27496278
731	0.2747228865
732	0.2744883777
733	0.2742803411
734	0.274051445
735	0.2738264794
736	0.2735098162
737	0.2732340564
738	0.273032597
739	0.2728638686
740	0.2726194235
741	0.2724002837
742	0.2720985858
743	0.2718930964
744	0.2717443717
745	0.271472555
746	0.2712266919
747	0.2709381169
748	0.2707385762
749	0.2705273334
750	0.270168232
751	0.2698421383
752	0.269619702
753	0.2694281795
754	0.2692270523
755	0.2689792661
756	0.2686612674
757	0.2683171096
758	0.2681966685
759	0.2678728055
760	0.2676045739
761	0.2674033517
762	0.267176335
763	0.266883375
764	0.266569693
765	0.2664495112
766	0.2662178361
767	0.2659665083
768	0.2657259451
769	0.265573318
770	0.2654963356
771	0.2652266648
772	0.2650536098
773	0.2648027498
774	0.2645240322
775	0.2642075424
776	0.263976663
777	0.2638898355
778	0.2636184552
779	0.263407982
780	0.2632505989
781	0.2629535678
782	0.2626660717
783	0.2625883408
784	0.2624684829
785	0.2623362762
786	0.2620598389
787	0.2619117758
788	0.2616719777
789	0.2614486201
790	0.261233473
791	0.2608874141
792	0.2605358384
793	0.2604095544
794	0.2602006889
795	0.2598886279
796	0.2596233619
797	0.2594001693
798	0.2592195931
799	0.2589886125
800	0.2587880401
801	0.2585902378
802	0.2583164221
803	0.2581327398
804	0.2578469575
805	0.2577615187
806	0.2575912657
807	0.257491399
808	0.2571714621
809	0.2569733088
810	0.256710205
811	0.2565715274
812	0.2562750649
813	0.2560189162
814	0.2558735788
815	0.2556419869
816	0.2553112113
817	0.2550362016
818	0.2548585815
819	0.2546510922
820	0.2544088477
821	0.2541369862
822	0.2539505652
823	0.2537341598
824	0.2535906997
825	0.2534745654
826	0.2531715297
827	0.2529698245
828	0.2527222085
829	0.2526096474
830	0.2523564121
831	0.252154548
832	0.2519185567
833	0.2516817543
834	0.2514975686
835	0.2513551614
836	0.2511682665
837	0.2510214702
838	0.2508430654
839	0.2506123185
840	0.2503944666
841	0.2501098859
842	0.2498557056
843	0.2497632823
844	0.2495350683
845	0.2492555766
846	0.2490663357
847	0.2487752638
848	0.2485298241
849	0.2482899634
850	0.2481104444
851	0.2479398009
852	0.2476978879
853	0.2475146881
854	0.2473055255
855	0.2470739095
856	0.2468828978
857	0.2465629775
858	0.2463360625
859	0.2461283133
860	0.2458522021
861	0.2456917386
862	0.2455484972
863	0.2453424805
864	0.2451724227
865	0.2450708786
866	0.24482235
867	0.2446085894
868	0.2443513132
869	0.2441783316
870	0.2439706374
871	0.2437432987
872	0.243544744
873	0.2433652266
874	0.2430703762
875	0.2429024005
876	0.2426073312
877	0.2424894481
878	0.2422713566
879	0.2420704125
880	0.2418194845
881	0.2416305931
882	0.2413855149
883	0.241189915
884	0.2410945084
885	0.2408559363
886	0.2406146057
887	0.2402593619
888	0.2400829448
889	0.2400023991
890	0.2398179907
891	0.2395317754
892	0.2393504407
893	0.2391951525
894	0.2389811249
895	0.2387534581
896	0.2386221095
897	0.2384211026
898	0.2381444373
899	0.2378578757
900	0.2376857144
901	0.2374484346
902	0.2372920949
903	0.2371164566
904	0.2370587482
905	0.2368338626
906	0.236621088
907	0.2364599504
908	0.23623398
909	0.2360446427
910	0.2357529811
911	0.2355683488
912	0.2355150301
913	0.2352784908
914	0.2350143296
915	0.2349361341
916	0.2347467286
917	0.2346050429
918	0.2344689458
919	0.2342612054
920	0.233988724
921	0.2338856483
922	0.2337577048
923	0.2335329337
924	0.2334083261
925	0.233264829
926	0.2330292869
927	0.2328194517
928	0.2327063276
929	0.2325202773
930	0.2322677011
931	0.2321515323
932	0.2319917019
933	0.2318070712
934	0.2317063551
935	0.2314912927
936	0.2314246936
937	0.231146011
938	0.2310471727
939	0.23093091
940	0.2307295394
941	0.2304833485
942	0.2302499857
943	0.2299980472
944	0.2299585824
945	0.2297145718
946	0.2295832358
947	0.22929228
948	0.2291386251
949	0.2290299977
950	0.2288347646
951	0.228583237
952	0.2285272159
953	0.2283504691
954	0.2282775095
955	0.2280383036
956	0.2278263817
957	0.2276443304
958	0.2274496859
959	0.2272670659
960	0.2270295691
961	0.2269005572
962	0.2267839683
963	0.2265863628
964	0.2262792929
965	0.2260528314
966	0.2258154365
967	0.2256157757
968	0.2254911175
969	0.2252827884
970	0.2251216083
971	0.2250236337
972	0.2247983066
973	0.2246057231
974	0.2245045381
975	0.2243107417
976	0.2240625262
977	0.2238929291
978	0.2236770711
979	0.2235228966
980	0.2233899097
981	0.2232444426
982	0.2230533616
983	0.222882464
984	0.222730765
985	0.2224767716
986	0.2223427735
987	0.2222873625
988	0.2221579363
989	0.2219538763
990	0.2217514132
991	0.221697379
992	0.2216057976
993	0.2214235096
994	0.2212570441
995	0.2210407547
996	0.2208489907
997	0.2207715591
998	0.2205372045
999	0.2203784681
